State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
Arhar/Tur,,,,,
, 2013-14,Kharif     ,56498,64905,1.15
, 2014-15,Kharif     ,47665,80851,1.70
, 2015-16,Kharif     ,42719,26229,0.61
, 2016-17,Kharif     ,32074,19586,0.61
, 2017-18,Kharif     ,55110,25847,0.47
 14.PERAMBALUR, 1998-99,Kharif     ,27917,44562,1.60
, 1999-00,Kharif     ,17177,15716,0.91
, 2000-01,Kharif     ,24424,28902,1.18
, 2001-02,Kharif     ,25920,28520,1.10
, 2002-03,Kharif     ,27211,24393,0.90
, 2003-04,Kharif     ,25963,21245,0.82
, 2004-05,Kharif     ,14656,14036,0.96
, 2005-06,Kharif     ,9498,5661,0.60
, 2011-12,Kharif     ,1356,1616,1.19
, 2013-14,Kharif     ,3417,5917,1.73
, 2014-15,Kharif     ,1955,3183,1.63
, 2015-16,Kharif     ,938,1215,1.30
, 2016-17,Kharif     ,919,763,0.83
, 2017-18,Kharif     ,482,902,1.87
 15.PUDUKKOTTAI, 1998-99,Kharif     ,492,651,1.32
, 1999-00,Kharif     ,519,882,1.70
, 2000-01,Kharif     ,652,581,0.89
, 2001-02,Kharif     ,326,160,0.49
, 2002-03,Kharif     ,653,471,0.72
, 2003-04,Kharif     ,921,583,0.63
, 2004-05,Kharif     ,1368,876,0.64
, 2005-06,Kharif     ,777,517,0.67
, 2011-12,Kharif     ,376,412,1.10
, 2013-14,Kharif     ,374,416,1.11
, 2014-15,Kharif     ,362,727,2.01
, 2015-16,Kharif     ,95,99,1.04
, 2016-17,Kharif     ,20,17,0.85
, 2017-18,Kharif     ,27,31,1.15
 16.RAMANATHAPURAM, 1998-99,Kharif     ,1613,1758,1.09
, 1999-00,Kharif     ,1430,1262,0.88
, 2000-01,Kharif     ,2143,1909,0.89
, 2001-02,Kharif     ,1672,1320,0.79
, 2002-03,Kharif     ,1968,1206,0.61
, 2003-04,Kharif     ,2780,1658,0.60
, 2004-05,Kharif     ,3029,3499,1.16
, 2005-06,Kharif     ,2979,989,0.33
, 2013-14,Kharif     ,14,16,1.14
 17.SALEM, 1998-99,Kharif     ,61236,78304,1.28
, 1999-00,Kharif     ,57236,69097,1.21
, 2000-01,Kharif     ,61193,67191,1.10
, 2001-02,Kharif     ,19792,29760,1.50
, 2002-03,Kharif     ,17261,7665,0.44
, 2003-04,Kharif     ,24009,11859,0.49
, 2004-05,Kharif     ,15522,9686,0.62
, 2005-06,Kharif     ,14655,15089,1.03
, 2011-12,Kharif     ,10153,9652,0.95
, 2013-14,Kharif     ,22181,18701,0.84
, 2014-15,Kharif     ,34336,66272,1.93
, 2015-16,Kharif     ,31213,31931,1.02
, 2016-17,Kharif     ,21280,23625,1.11
, 2017-18,Kharif     ,36502,34932,0.96
 18.SIVAGANGA, 1998-99,Kharif     ,444,688,1.55
, 1999-00,Kharif     ,1217,1065,0.88
, 2000-01,Kharif     ,623,558,0.90
, 2001-02,Kharif     ,158,150,0.95
, 2002-03,Kharif     ,76,52,0.68
, 2003-04,Kharif     ,255,157,0.62
, 2004-05,Kharif     ,247,189,0.77
, 2005-06,Kharif     ,158,139,0.88
, 2011-12,Kharif     ,76,83,1.09
, 2013-14,Kharif     ,131,146,1.11
, 2014-15,Kharif     ,254,510,2.01
, 2015-16,Kharif     ,89,93,1.04
, 2016-17,Kharif     ,86,71,0.83
, 2017-18,Kharif     ,53,60,1.13
 19.THANJAVUR, 1999-00,Kharif     ,1,1,1.00
, 2003-04,Kharif     ,2,2,1.00
, 2011-12,Kharif     ,6,7,1.17
, 2015-16,Kharif     ,4,4,1.00
, 2017-18,Kharif     ,4,5,1.25
 20.THE NILGIRIS, 1998-99,Kharif     ,3,2,0.67
, 2001-02,Kharif     ,1,1,1.00
, 2003-04,Kharif     ,1,1,1.00
, 2013-14,Kharif     ,6,7,1.17
 21.THENI, 1998-99,Kharif     ,20156,37843,1.88
, 1999-00,Kharif     ,14855,24680,1.66
, 2000-01,Kharif     ,16000,23530,1.47
, 2001-02,Kharif     ,9738,17050,1.75
, 2002-03,Kharif     ,11240,15308,1.36
, 2003-04,Kharif     ,12455,7508,0.60
, 2004-05,Kharif     ,14238,22045,1.55
, 2005-06,Kharif     ,13910,27866,2.00
, 2011-12,Kharif     ,6007,18365,3.06
, 2013-14,Kharif     ,5447,10428,1.91
, 2014-15,Kharif     ,6084,20871,3.43
, 2015-16,Kharif     ,5920,15356,2.59
, 2016-17,Kharif     ,812,926,1.14
, 2017-18,Kharif     ,4765,16921,3.55
 22.THIRUVALLUR, 1998-99,Kharif     ,12,13,1.08
, 1999-00,Kharif     ,18,16,0.89
, 2000-01,Kharif     ,38,42,1.11
, 2001-02,Kharif     ,78,130,1.67
, 2002-03,Kharif     ,46,30,0.65
, 2003-04,Kharif     ,140,83,0.59
, 2004-05,Kharif     ,187,141,0.75
, 2005-06,Kharif     ,186,139,0.75
, 2011-12,Kharif     ,14,15,1.07
, 2013-14,Kharif     ,79,88,1.11
, 2014-15,Kharif     ,12,24,2.00
, 2015-16,Kharif     ,8,8,1.00
, 2016-17,Kharif     ,5,4,0.80
, 2017-18,Kharif     ,15,17,1.13
 23.TIRUCHIRAPPALLI, 1998-99,Kharif     ,53154,50923,0.96
, 1999-00,Kharif     ,59485,42088,0.71
, 2000-01,Kharif     ,49749,36670,0.74
, 2001-02,Kharif     ,33672,19290,0.57
, 2002-03,Kharif     ,33223,20181,0.61
, 2003-04,Kharif     ,38827,23826,0.61
, 2004-05,Kharif     ,38009,17263,0.45
, 2005-06,Kharif     ,34475,12439,0.36
, 2011-12,Kharif     ,24078,13121,0.54
, 2013-14,Kharif     ,23554,14902,0.63
, 2014-15,Kharif     ,26427,46199,1.75
, 2015-16,Kharif     ,22267,18660,0.84
, 2016-17,Kharif     ,17224,14325,0.83
, 2017-18,Kharif     ,28756,55384,1.93
 24.TIRUNELVELI, 1998-99,Kharif     ,3236,5720,1.77
, 1999-00,Kharif     ,4653,11163,2.40
, 2000-01,Kharif     ,3788,4045,1.07
, 2001-02,Kharif     ,1845,2680,1.45
, 2002-03,Kharif     ,2051,2491,1.21
, 2003-04,Kharif     ,2382,3850,1.62
, 2004-05,Kharif     ,2730,5251,1.92
, 2005-06,Kharif     ,2638,8557,3.24
, 2011-12,Kharif     ,2126,2330,1.10
, 2013-14,Kharif     ,1653,4151,2.51
, 2014-15,Kharif     ,1901,9536,5.02
, 2015-16,Kharif     ,2340,9058,3.87
, 2016-17,Kharif     ,1961,1627,0.83
, 2017-18,Kharif     ,318,1153,3.63
 25.TIRUPPUR, 2011-12,Kharif     ,2017,1158,0.57
, 2013-14,Kharif     ,16909,8127,0.48
, 2014-15,Kharif     ,15119,8541,0.56
, 2015-16,Kharif     ,4858,1535,0.32
, 2016-17,Kharif     ,4703,1503,0.32
, 2017-18,Kharif     ,16887,6620,0.39
 26.TIRUVANNAMALAI, 1998-99,Kharif     ,4674,5148,1.10
, 1999-00,Kharif     ,2836,3206,1.13
, 2000-01,Kharif     ,2876,2645,0.92
, 2001-02,Kharif     ,2927,2650,0.91
, 2002-03,Kharif     ,1641,1075,0.66
, 2003-04,Kharif     ,1466,922,0.63
, 2004-05,Kharif     ,1677,1131,0.67
, 2005-06,Kharif     ,1243,882,0.71
, 2011-12,Kharif     ,514,563,1.10
, 2013-14,Kharif     ,555,618,1.11
, 2014-15,Kharif     ,422,848,2.01
, 2015-16,Kharif     ,305,319,1.05
, 2016-17,Kharif     ,216,179,0.83
, 2017-18,Kharif     ,308,351,1.14
 27.TUTICORIN, 1998-99,Kharif     ,9322,10320,1.11
, 1999-00,Kharif     ,8709,14603,1.68
, 2000-01,Kharif     ,10006,8893,0.89
, 2001-02,Kharif     ,5806,4530,0.78
, 2002-03,Kharif     ,7140,4352,0.61
, 2003-04,Kharif     ,6927,4060,0.59
, 2004-05,Kharif     ,10624,6743,0.63
, 2005-06,Kharif     ,9366,6335,0.68
 28.VELLORE, 1998-99,Kharif     ,13613,25552,1.88
, 1999-00,Kharif     ,10994,14028,1.28
, 2000-01,Kharif     ,10344,11294,1.09
, 2001-02,Kharif     ,10488,15400,1.47
, 2002-03,Kharif     ,8335,11812,1.42
, 2003-04,Kharif     ,12492,13434,1.08
, 2004-05,Kharif     ,12464,16335,1.31
, 2005-06,Kharif     ,10462,12713,1.22
, 2011-12,Kharif     ,6102,9676,1.59
, 2013-14,Kharif     ,5830,5285,0.91
, 2014-15,Kharif     ,6899,19288,2.80
, 2015-16,Kharif     ,6282,10240,1.63
, 2016-17,Kharif     ,5172,6791,1.31
, 2017-18,Kharif     ,4648,7139,1.54
 29.VILLUPURAM, 1998-99,Kharif     ,3145,3640,1.16
, 1999-00,Kharif     ,2476,3277,1.32
, 2000-01,Kharif     ,5195,4776,0.92
, 2001-02,Kharif     ,1639,2120,1.29
, 2002-03,Kharif     ,2118,1472,0.69
, 2003-04,Kharif     ,3506,2058,0.59
, 2004-05,Kharif     ,2004,1444,0.72
, 2005-06,Kharif     ,1465,1157,0.79
, 2011-12,Kharif     ,69,71,1.03
, 2013-14,Kharif     ,227,253,1.11
, 2014-15,Kharif     ,540,1085,2.01
, 2015-16,Kharif     ,329,344,1.05
, 2016-17,Kharif     ,724,601,0.83
, 2017-18,Kharif     ,1351,1539,1.14
 30.VIRUDHUNAGAR, 1998-99,Kharif     ,7029,7864,1.12
, 1999-00,Kharif     ,3317,3597,1.08
, 2000-01,Kharif     ,10746,9558,0.89
, 2001-02,Kharif     ,7007,5630,0.80
, 2002-03,Kharif     ,6264,3869,0.62
, 2003-04,Kharif     ,7996,6695,0.84
, 2004-05,Kharif     ,11596,7388,0.64
, 2005-06,Kharif     ,9819,6754,0.69
, 2011-12,Kharif     ,3674,1585,0.43
, 2013-14,Kharif     ,3635,8393,2.31
, 2014-15,Kharif     ,2957,6018,2.04
, 2015-16,Kharif     ,1016,2341,2.30
, 2016-17,Kharif     ,716,734,1.03
, 2017-18,Kharif     ,5125,5837,1.14
Total - Jowar,,,4363046.00,4232375,0.97
Jute,,,,Bales*,Bales/Hectare
 1.ERODE, 2011-12,Kharif     ,2,,0.00
 2.VELLORE, 2011-12,Kharif     ,1,,0.00
Total - Jute,,,3.00,,0.00
Maize,,,,,
 1.ARIYALUR, 2010-11,Kharif     ,9996,8630,0.86
, 2011-12,Kharif     ,11778,60881,5.17
, 2012-13,Kharif     ,14743,35469,2.41
, 2013-14,Kharif     ,17153,91257,5.32
, 2014-15,Kharif     ,13599,133540,9.82
, 2015-16,Kharif     ,16583,127357,7.68
, 2016-17,Kharif     ,14975,59653,3.98
, 2017-18,Kharif     ,12828,113387,8.84
 2.COIMBATORE, 1998-99,Kharif     ,18828,21163,1.12
, 1999-00,Kharif     ,19841,22328,1.13
, 2000-01,Kharif     ,18075,20341,1.13
, 2002-03,Kharif     ,18242,20520,1.12
, 2003-04,Kharif     ,21839,24570,1.13
, 2004-05,Kharif     ,24692,27779,1.13
, 2005-06,Kharif     ,21662,,0.00
, 2010-11,Kharif     ,3847,22512,5.85
, 2011-12,Kharif     ,2119,16962,8.00
, 2012-13,Kharif     ,4601,16919,3.68
, 2013-14,Kharif     ,3082,20147,6.54
, 2014-15,Kharif     ,2389,20838,8.72
, 2015-16,Kharif     ,2040,14998,7.35
, 2016-17,Kharif     ,1341,6106,4.55
, 2017-18,Kharif     ,1587,14631,9.22
 3.CUDDALORE, 1998-99,Kharif     ,30,50,1.67
, 1999-00,Kharif     ,97,194,2.00
, 2000-01,Kharif     ,80,160,2.00
, 2002-03,Kharif     ,325,727,2.24
, 2003-04,Kharif     ,1886,3805,2.02
, 2004-05,Kharif     ,3950,7589,1.92
, 2005-06,Kharif     ,7579,,0.00
, 2010-11,Kharif     ,12158,17927,1.47
, 2011-12,Kharif     ,13016,21096,1.62
, 2012-13,Kharif     ,15171,23212,1.53
, 2013-14,Kharif     ,18993,70767,3.73
, 2014-15,Kharif     ,22403,155624,6.95
, 2015-16,Kharif     ,21509,72550,3.37
, 2016-17,Kharif     ,18545,30813,1.66
, 2017-18,Kharif     ,17894,117080,6.54
 4.DHARMAPURI, 1998-99,Kharif     ,1124,1229,1.09
, 1999-00,Kharif     ,1129,1239,1.10
, 2000-01,Kharif     ,1259,1381,1.10
, 2002-03,Kharif     ,1020,1122,1.10
, 2003-04,Kharif     ,209,230,1.10
, 2004-05,Kharif     ,202,223,1.10
, 2005-06,Kharif     ,192,,0.00
, 2010-11,Kharif     ,645,2519,3.91
, 2011-12,Kharif     ,3615,20541,5.68
, 2012-13,Kharif     ,2503,8868,3.54
, 2013-14,Kharif     ,11967,81069,6.77
, 2014-15,Kharif     ,11980,76125,6.35
, 2015-16,Kharif     ,9036,53737,5.95
, 2016-17,Kharif     ,5659,23940,4.23
, 2017-18,Kharif     ,6531,54691,8.37
 5.DINDIGUL, 1998-99,Kharif     ,21767,42903,1.97
, 1999-00,Kharif     ,40500,80317,1.98
, 2000-01,Kharif     ,38561,76472,1.98
, 2002-03,Kharif     ,31125,61590,1.98
, 2003-04,Kharif     ,35153,69615,1.98
, 2004-05,Kharif     ,34067,67489,1.98
, 2005-06,Kharif     ,34265,,0.00
, 2010-11,Kharif     ,39629,216794,5.47
, 2011-12,Kharif     ,15954,92881,5.82
, 2012-13,Kharif     ,34325,119289,3.48
, 2013-14,Kharif     ,7330,43858,5.98
, 2014-15,Kharif     ,8400,71043,8.46
, 2015-16,Kharif     ,4825,47589,9.86
, 2016-17,Kharif     ,1367,7512,5.50
, 2017-18,Kharif     ,4596,42371,9.22
 6.ERODE, 1998-99,Kharif     ,4383,10006,2.28
, 1999-00,Kharif     ,4566,10444,2.29
, 2000-01,Kharif     ,6391,14618,2.29
, 2002-03,Kharif     ,7354,16806,2.29
, 2003-04,Kharif     ,10495,23991,2.29
, 2004-05,Kharif     ,15759,36028,2.29
, 2005-06,Kharif     ,13850,,0.00
, 2010-11,Kharif     ,12575,74744,5.94
, 2011-12,Kharif     ,12126,68958,5.69
, 2012-13,Kharif     ,13955,64089,4.59
, 2013-14,Kharif     ,17068,105065,6.16
, 2014-15,Kharif     ,16734,110009,6.57
, 2015-16,Kharif     ,16077,117973,7.34
, 2016-17,Kharif     ,13596,48098,3.54
, 2017-18,Kharif     ,11636,77438,6.66
 7.KANCHIPURAM, 2003-04,Kharif     ,12,19,1.58
, 2004-05,Kharif     ,27,42,1.56
, 2005-06,Kharif     ,17,,0.00
, 2010-11,Kharif     ,5,19,3.80
, 2011-12,Kharif     ,37,211,5.70
, 2012-13,Kharif     ,7,25,3.57
, 2013-14,Kharif     ,25,163,6.52
, 2016-17,Kharif     ,16,73,4.56
 8.KANNIYAKUMARI, 2014-15,Kharif     ,12,105,8.75
, 2015-16,Kharif     ,22,162,7.36
, 2016-17,Kharif     ,23,105,4.57
, 2017-18,Kharif     ,1,9,9.00
 9.KARUR, 1998-99,Kharif     ,8,10,1.25
, 2000-01,Kharif     ,101,163,1.61
, 2002-03,Kharif     ,5,15,3.00
, 2003-04,Kharif     ,31,76,2.45
, 2004-05,Kharif     ,176,431,2.45
, 2005-06,Kharif     ,197,,0.00
, 2010-11,Kharif     ,789,3044,3.86
, 2011-12,Kharif     ,1319,7494,5.68
, 2012-13,Kharif     ,1239,4349,3.51
, 2013-14,Kharif     ,1458,9531,6.54
, 2014-15,Kharif     ,1171,10214,8.72
, 2015-16,Kharif     ,1561,11476,7.35
, 2016-17,Kharif     ,372,1694,4.55
, 2017-18,Kharif     ,354,3264,9.22
 10.KRISHNAGIRI, 2004-05,Kharif     ,103,113,1.10
, 2005-06,Kharif     ,97,,0.00
, 2010-11,Kharif     ,233,915,3.93
, 2011-12,Kharif     ,916,5205,5.68
, 2012-13,Kharif     ,981,3418,3.48
, 2013-14,Kharif     ,3280,21441,6.54
, 2014-15,Kharif     ,3273,28548,8.72
, 2015-16,Kharif     ,3103,22813,7.35
, 2016-17,Kharif     ,2467,11234,4.55
, 2017-18,Kharif     ,2357,21729,9.22
 11.MADURAI, 1998-99,Kharif     ,1025,2066,2.02
, 1999-00,Kharif     ,983,1971,2.01
, 2000-01,Kharif     ,560,1123,2.01
, 2002-03,Kharif     ,614,1233,2.01
, 2003-04,Kharif     ,794,1591,2.00
, 2004-05,Kharif     ,826,1657,2.01
, 2005-06,Kharif     ,1471,,0.00
, 2010-11,Kharif     ,3848,15238,3.96
, 2011-12,Kharif     ,4833,18675,3.86
, 2012-13,Kharif     ,7033,14740,2.10
, 2013-14,Kharif     ,4660,18918,4.06
, 2014-15,Kharif     ,3675,18453,5.02
, 2015-16,Kharif     ,3909,26683,6.83
, 2016-17,Kharif     ,2316,5295,2.29
, 2017-18,Kharif     ,6099,41382,6.79
 12.NAGAPATTINAM, 1998-99,Kharif     ,14,37,2.64
, 1999-00,Kharif     ,11,29,2.64
, 2002-03,Kharif     ,2,5,2.50
, 2003-04,Kharif     ,62,164,2.65
, 2004-05,Kharif     ,29,75,2.59
, 2005-06,Kharif     ,15,,0.00
, 2010-11,Kharif     ,24,93,3.88
, 2011-12,Kharif     ,17,97,5.71
, 2012-13,Kharif     ,30,104,3.47
, 2013-14,Kharif     ,19,124,6.53
, 2017-18,Kharif     ,1,9,9.00
 13.NAMAKKAL, 1998-99,Kharif     ,447,831,1.86
, 1999-00,Kharif     ,566,911,1.61
, 2000-01,Kharif     ,581,935,1.61
, 2002-03,Kharif     ,427,796,1.86
, 2003-04,Kharif     ,626,1167,1.86
, 2004-05,Kharif     ,1975,3682,1.86
, 2005-06,Kharif     ,2239,,0.00
, 2010-11,Kharif     ,9097,65298,7.18
, 2011-12,Kharif     ,3474,19739,5.68
, 2012-13,Kharif     ,8451,35427,4.19
, 2013-14,Kharif     ,4715,39255,8.33
, 2014-15,Kharif     ,4920,36839,7.49
, 2015-16,Kharif     ,3954,39726,10.05
, 2016-17,Kharif     ,4066,32763,8.06
, 2017-18,Kharif     ,2039,14318,7.02
 14.PERAMBALUR, 1998-99,Kharif     ,468,556,1.19
, 1999-00,Kharif     ,668,1075,1.61
, 2000-01,Kharif     ,5577,8977,1.61
, 2002-03,Kharif     ,23042,27297,1.18
, 2003-04,Kharif     ,36861,43581,1.18
, 2004-05,Kharif     ,57423,67998,1.18
, 2005-06,Kharif     ,59228,,0.00
, 2010-11,Kharif     ,32108,89070,2.77
, 2011-12,Kharif     ,39572,227368,5.75
, 2012-13,Kharif     ,45747,88756,1.94
, 2013-14,Kharif     ,45661,354692,7.77
, 2014-15,Kharif     ,34326,387605,11.29
, 2015-16,Kharif     ,50196,297813,5.93
, 2016-17,Kharif     ,43383,112468,2.59
, 2017-18,Kharif     ,37015,425710,11.50
 15.PUDUKKOTTAI, 1998-99,Kharif     ,1004,2073,2.06
, 1999-00,Kharif     ,1675,3474,2.07
, 2000-01,Kharif     ,1217,2524,2.07
, 2002-03,Kharif     ,233,479,2.06
, 2003-04,Kharif     ,202,415,2.05
, 2004-05,Kharif     ,914,1877,2.05
, 2005-06,Kharif     ,953,,0.00
, 2010-11,Kharif     ,2888,20732,7.18
, 2011-12,Kharif     ,3098,25106,8.10
, 2012-13,Kharif     ,4022,23141,5.75
, 2013-14,Kharif     ,5354,38549,7.20
, 2014-15,Kharif     ,4029,32544,8.08
, 2015-16,Kharif     ,2982,28690,9.62
, 2016-17,Kharif     ,1865,8493,4.55
, 2017-18,Kharif     ,1741,16050,9.22
 16.RAMANATHAPURAM, 2002-03,Kharif     ,13,15,1.15
, 2003-04,Kharif     ,34,40,1.18
, 2004-05,Kharif     ,137,160,1.17
, 2005-06,Kharif     ,1,,0.00
, 2010-11,Kharif     ,216,1178,5.45
, 2012-13,Kharif     ,1519,4282,2.82
 17.SALEM, 1998-99,Kharif     ,1360,2528,1.86
, 1999-00,Kharif     ,2309,4296,1.86
, 2000-01,Kharif     ,6115,11376,1.86
, 2002-03,Kharif     ,7018,13053,1.86
, 2003-04,Kharif     ,11207,20845,1.86
, 2004-05,Kharif     ,13785,25639,1.86
, 2005-06,Kharif     ,16146,,0.00
, 2010-11,Kharif     ,24143,122867,5.09
, 2011-12,Kharif     ,21800,115929,5.32
, 2012-13,Kharif     ,29542,167367,5.67
, 2013-14,Kharif     ,24805,186613,7.52
, 2014-15,Kharif     ,23433,238857,10.19
, 2015-16,Kharif     ,24721,275936,11.16
, 2016-17,Kharif     ,27824,229165,8.24
, 2017-18,Kharif     ,25079,238200,9.50
 18.SIVAGANGA, 1998-99,Kharif     ,74,40,0.54
, 1999-00,Kharif     ,6,10,1.67
, 2000-01,Kharif     ,4,6,1.50
, 2003-04,Kharif     ,7,14,2.00
, 2004-05,Kharif     ,2,4,2.00
, 2010-11,Kharif     ,1,5,5.00
, 2011-12,Kharif     ,151,858,5.68
, 2012-13,Kharif     ,30,104,3.47
, 2013-14,Kharif     ,204,1334,6.54
, 2014-15,Kharif     ,130,1134,8.72
, 2015-16,Kharif     ,70,515,7.36
, 2016-17,Kharif     ,18,82,4.56
, 2017-18,Kharif     ,19,175,9.21
 19.THANJAVUR, 1998-99,Kharif     ,79,209,2.65
, 1999-00,Kharif     ,274,733,2.68
, 2000-01,Kharif     ,152,406,2.67
, 2002-03,Kharif     ,187,500,2.67
, 2003-04,Kharif     ,735,1966,2.67
, 2004-05,Kharif     ,840,2246,2.67
, 2005-06,Kharif     ,535,,0.00
, 2010-11,Kharif     ,1090,6241,5.73
, 2011-12,Kharif     ,886,5034,5.68
, 2012-13,Kharif     ,959,3249,3.39
, 2013-14,Kharif     ,650,4249,6.54
, 2014-15,Kharif     ,754,6577,8.72
, 2015-16,Kharif     ,440,3235,7.35
, 2016-17,Kharif     ,326,1484,4.55
, 2017-18,Kharif     ,593,5467,9.22
 20.THE NILGIRIS, 2000-01,Kharif     ,13,21,1.62
 21.THENI, 1998-99,Kharif     ,7039,14191,2.02
, 1999-00,Kharif     ,16589,26701,1.61
, 2000-01,Kharif     ,15112,24324,1.61
, 2002-03,Kharif     ,7154,14355,2.01
, 2003-04,Kharif     ,6557,13145,2.00
, 2004-05,Kharif     ,6172,12377,2.01
, 2005-06,Kharif     ,6650,,0.00
, 2010-11,Kharif     ,9006,58382,6.48
, 2011-12,Kharif     ,6866,46306,6.74
, 2012-13,Kharif     ,9355,57910,6.19
, 2013-14,Kharif     ,5813,49848,8.58
, 2014-15,Kharif     ,3655,37640,10.30
, 2015-16,Kharif     ,4745,40280,8.49
, 2016-17,Kharif     ,2392,10892,4.55
, 2017-18,Kharif     ,2943,27132,9.22
 22.THIRUVALLUR, 2010-11,Kharif     ,2,8,4.00
, 2012-13,Kharif     ,4,14,3.50
, 2013-14,Kharif     ,26,170,6.54
, 2014-15,Kharif     ,126,1099,8.72
, 2015-16,Kharif     ,5,37,7.40
, 2016-17,Kharif     ,2,9,4.50
 23.THIRUVARUR, 2002-03,Kharif     ,14,40,2.86
, 2003-04,Kharif     ,56,164,2.93
, 2004-05,Kharif     ,9,27,3.00
, 2005-06,Kharif     ,18,,0.00
 24.TIRUCHIRAPPALLI, 1998-99,Kharif     ,34,40,1.18
, 1999-00,Kharif     ,333,399,1.20
, 2000-01,Kharif     ,1265,1516,1.20
, 2002-03,Kharif     ,3551,4916,1.38
, 2003-04,Kharif     ,6369,8458,1.33
, 2004-05,Kharif     ,6441,8424,1.31
, 2005-06,Kharif     ,9819,,0.00
, 2010-11,Kharif     ,4751,23544,4.96
, 2011-12,Kharif     ,5391,28287,5.25
, 2012-13,Kharif     ,7716,19035,2.47
, 2013-14,Kharif     ,9346,38586,4.13
, 2014-15,Kharif     ,8516,67001,7.87
, 2015-16,Kharif     ,11657,80562,6.91
, 2016-17,Kharif     ,10949,35412,3.23
, 2017-18,Kharif     ,11580,120224,10.38
 25.TIRUNELVELI, 1998-99,Kharif     ,3863,2098,0.54
, 1999-00,Kharif     ,8355,4547,0.54
, 2000-01,Kharif     ,7194,3916,0.54
, 2002-03,Kharif     ,6269,4915,0.78
, 2003-04,Kharif     ,6204,5165,0.83
, 2004-05,Kharif     ,6886,6130,0.89
, 2005-06,Kharif     ,7939,,0.00
, 2010-11,Kharif     ,7055,22468,3.18
, 2011-12,Kharif     ,335,1903,5.68
, 2012-13,Kharif     ,11218,35592,3.17
, 2013-14,Kharif     ,720,4707,6.54
, 2014-15,Kharif     ,1085,9464,8.72
, 2015-16,Kharif     ,1406,10337,7.35
, 2016-17,Kharif     ,288,1311,4.55
, 2017-18,Kharif     ,1836,16926,9.22
 26.TIRUPPUR, 2010-11,Kharif     ,24537,121374,4.95
, 2011-12,Kharif     ,15024,122335,8.14
, 2012-13,Kharif     ,18095,111481,6.16
, 2013-14,Kharif     ,14495,112264,7.75
, 2014-15,Kharif     ,7630,69764,9.14
, 2015-16,Kharif     ,5915,70850,11.98
, 2016-17,Kharif     ,2608,10834,4.15
, 2017-18,Kharif     ,2396,25676,10.72
 27.TIRUVANNAMALAI, 1998-99,Kharif     ,499,831,1.67
, 1999-00,Kharif     ,873,1455,1.67
, 2000-01,Kharif     ,256,427,1.67
, 2002-03,Kharif     ,16,27,1.69
, 2003-04,Kharif     ,127,212,1.67
, 2004-05,Kharif     ,286,478,1.67
, 2005-06,Kharif     ,237,,0.00
, 2010-11,Kharif     ,225,842,3.74
, 2011-12,Kharif     ,562,3193,5.68
, 2012-13,Kharif     ,579,1909,3.30
, 2013-14,Kharif     ,994,6498,6.54
, 2014-15,Kharif     ,979,8539,8.72
, 2015-16,Kharif     ,1224,8999,7.35
, 2016-17,Kharif     ,852,3880,4.55
, 2017-18,Kharif     ,544,5015,9.22
 28.TUTICORIN, 1998-99,Kharif     ,3181,1435,0.45
, 1999-00,Kharif     ,6672,2982,0.45
, 2000-01,Kharif     ,5718,2555,0.45
, 2002-03,Kharif     ,3931,2709,0.69
, 2003-04,Kharif     ,4588,3380,0.74
, 2004-05,Kharif     ,4203,3339,0.79
, 2005-06,Kharif     ,6884,,0.00
, 2010-11,Kharif     ,17495,61816,3.53
, 2011-12,Kharif     ,76,433,5.70
, 2012-13,Kharif     ,29215,29999,1.03
, 2013-14,Kharif     ,26,,0.00
, 2014-15,Kharif     ,12,105,8.75
, 2016-17,Kharif     ,6,27,4.50
 29.VELLORE, 1998-99,Kharif     ,820,1361,1.66
, 1999-00,Kharif     ,872,1401,1.61
, 2000-01,Kharif     ,740,1189,1.61
, 2002-03,Kharif     ,805,1335,1.66
, 2003-04,Kharif     ,670,1112,1.66
, 2004-05,Kharif     ,1040,1726,1.66
, 2005-06,Kharif     ,273,,0.00
, 2010-11,Kharif     ,336,1593,4.74
, 2011-12,Kharif     ,559,3176,5.68
, 2012-13,Kharif     ,1143,3787,3.31
, 2013-14,Kharif     ,1533,10021,6.54
, 2014-15,Kharif     ,1224,10667,8.71
, 2015-16,Kharif     ,1899,13961,7.35
, 2016-17,Kharif     ,2330,10610,4.55
, 2017-18,Kharif     ,2588,23859,9.22
 30.VILLUPURAM, 2000-01,Kharif     ,1565,2608,1.67
, 2002-03,Kharif     ,811,1180,1.45
, 2003-04,Kharif     ,7006,10190,1.45
, 2004-05,Kharif     ,1713,2491,1.45
, 2005-06,Kharif     ,1377,,0.00
, 2010-11,Kharif     ,3015,14227,4.72
, 2011-12,Kharif     ,5332,37266,6.99
, 2012-13,Kharif     ,5386,21524,4.00
, 2013-14,Kharif     ,19340,129683,6.71
, 2014-15,Kharif     ,15403,119405,7.75
, 2015-16,Kharif     ,13087,111148,8.49
, 2016-17,Kharif     ,10571,113774,10.76
, 2017-18,Kharif     ,9669,88007,9.10
 31.VIRUDHUNAGAR, 1998-99,Kharif     ,4132,8326,2.02
, 1999-00,Kharif     ,9484,19259,2.03
, 2000-01,Kharif     ,9266,18816,2.03
, 2002-03,Kharif     ,8899,18011,2.02
, 2003-04,Kharif     ,8429,17077,2.03
