State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
Arhar/Tur,,,,,
, 2006-07,Kharif     ,508,179,0.35
, 2007-08,Kharif     ,1000,1000,1.00
, 2008-09,Kharif     ,739,469,0.63
, 2009-10,Kharif     ,266,129,0.48
, 2010-11,Kharif     ,406,294,0.72
, 2011-12,Kharif     ,323,202,0.63
 11.NALGONDA, 1997-98,Kharif     ,17300,6600,0.38
, 1998-99,Kharif     ,19200,10300,0.54
, 1999-00,Kharif     ,17044,11675,0.68
, 2000-01,Kharif     ,16133,9438,0.59
, 2001-02,Kharif     ,9786,4325,0.44
, 2002-03,Kharif     ,15097,6235,0.41
, 2003-04,Kharif     ,21433,13438,0.63
, 2004-05,Kharif     ,11005,2201,0.20
, 2005-06,Kharif     ,8322,3936,0.47
, 2006-07,Kharif     ,3854,1187,0.31
, 2007-08,Kharif     ,5000,2000,0.40
, 2008-09,Kharif     ,2310,1153,0.50
, 2009-10,Kharif     ,1809,1080,0.60
, 2010-11,Kharif     ,2158,1517,0.70
, 2011-12,Kharif     ,916,752,0.82
, 2012-13,Kharif     ,2000,2000,1.00
 12.NIZAMABAD, 1999-00,Kharif     ,1,1,1.00
, 2008-09,Kharif     ,18,11,0.61
, 2010-11,Kharif     ,2,1,0.50
, 2011-12,Kharif     ,37,23,0.62
 13.PRAKASAM, 1997-98,Kharif     ,12200,11600,0.95
, 1998-99,Kharif     ,17200,23800,1.38
, 1999-00,Kharif     ,15401,20668,1.34
, 2000-01,Kharif     ,28546,42876,1.50
, 2001-02,Kharif     ,7969,9786,1.23
, 2002-03,Kharif     ,10062,9378,0.93
, 2003-04,Kharif     ,26565,37324,1.41
, 2004-05,Kharif     ,17641,20958,1.19
, 2005-06,Kharif     ,16523,27015,1.63
, 2006-07,Kharif     ,9212,10760,1.17
, 2007-08,Kharif     ,18000,37000,2.06
, 2008-09,Kharif     ,12174,13744,1.13
, 2009-10,Kharif     ,4915,12450,2.53
, 2010-11,Kharif     ,18830,40729,2.16
, 2011-12,Kharif     ,9738,20450,2.10
, 2012-13,Kharif     ,29000,60000,2.07
, 2013-14,Kharif     ,25277,45726,1.81
, 2014-15,Kharif     ,10611,10887,1.03
, 2015-16,Kharif     ,10744,24056,2.24
, 2016-17,Kharif     ,16399,32568,1.99
, 2017-18,Kharif     ,17246,35027,2.03
, 2018-19,Kharif     ,6607,5272,0.80
 14.RANGAREDDI, 1997-98,Kharif     ,900,300,0.33
, 1998-99,Kharif     ,1400,700,0.50
, 1999-00,Kharif     ,1224,716,0.58
, 2000-01,Kharif     ,1102,661,0.60
, 2001-02,Kharif     ,706,330,0.47
, 2002-03,Kharif     ,691,328,0.47
, 2003-04,Kharif     ,969,592,0.61
, 2004-05,Kharif     ,967,306,0.32
, 2005-06,Kharif     ,521,330,0.63
, 2006-07,Kharif     ,354,125,0.35
, 2008-09,Kharif     ,333,211,0.63
, 2009-10,Kharif     ,168,81,0.48
, 2010-11,Kharif     ,331,240,0.73
, 2011-12,Kharif     ,88,55,0.63
 15.SPSR NELLORE, 1997-98,Kharif     ,2100,4700,2.24
, 1998-99,Kharif     ,2300,4200,1.83
, 1999-00,Kharif     ,2067,3706,1.79
, 2000-01,Kharif     ,3048,5617,1.84
, 2001-02,Kharif     ,917,1357,1.48
, 2002-03,Kharif     ,1326,1671,1.26
, 2003-04,Kharif     ,1216,1982,1.63
, 2004-05,Kharif     ,1477,3565,2.41
, 2005-06,Kharif     ,836,1135,1.36
, 2006-07,Kharif     ,488,1038,2.13
, 2007-08,Kharif     ,1000,2000,2.00
, 2008-09,Kharif     ,419,937,2.24
, 2009-10,Kharif     ,835,2036,2.44
, 2010-11,Kharif     ,1550,3684,2.38
, 2011-12,Kharif     ,604,1436,2.38
, 2012-13,Kharif     ,1000,3000,3.00
, 2013-14,Kharif     ,1100,3996,3.63
, 2014-15,Kharif     ,622,1663,2.67
, 2015-16,Kharif     ,371,1350,3.64
, 2016-17,Kharif     ,1388,5186,3.74
, 2017-18,Kharif     ,1802,4801,2.66
, 2018-19,Kharif     ,219,364,1.66
 16.SRIKAKULAM, 1997-98,Kharif     ,3500,6100,1.74
, 1998-99,Kharif     ,4100,4600,1.12
, 1999-00,Kharif     ,3672,5016,1.37
, 2000-01,Kharif     ,4203,7263,1.73
, 2001-02,Kharif     ,2910,2927,1.01
, 2002-03,Kharif     ,3476,4508,1.30
, 2003-04,Kharif     ,3654,8634,2.36
, 2004-05,Kharif     ,3711,6954,1.87
, 2005-06,Kharif     ,4350,4663,1.07
, 2006-07,Kharif     ,3986,2077,0.52
, 2007-08,Kharif     ,4000,4000,1.00
, 2008-09,Kharif     ,2921,4492,1.54
, 2009-10,Kharif     ,1047,1671,1.60
, 2010-11,Kharif     ,1184,2723,2.30
, 2011-12,Kharif     ,1143,1599,1.40
, 2012-13,Kharif     ,1000,1000,1.00
, 2013-14,Kharif     ,210,363,1.73
, 2014-15,Kharif     ,196,522,2.66
, 2015-16,Kharif     ,176,444,2.52
, 2016-17,Kharif     ,125,420,3.36
, 2017-18,Kharif     ,87,291,3.34
, 2018-19,Kharif     ,84,140,1.67
 17.VISAKHAPATANAM, 1997-98,Kharif     ,17700,9700,0.55
, 1998-99,Kharif     ,25000,28700,1.15
, 1999-00,Kharif     ,18351,16956,0.92
, 2000-01,Kharif     ,17746,19663,1.11
, 2001-02,Kharif     ,15686,13019,0.83
, 2002-03,Kharif     ,14123,8897,0.63
, 2003-04,Kharif     ,17771,20312,1.14
, 2004-05,Kharif     ,12458,13093,1.05
, 2005-06,Kharif     ,8319,4634,0.56
, 2006-07,Kharif     ,8197,7525,0.92
, 2007-08,Kharif     ,7000,6000,0.86
, 2008-09,Kharif     ,6287,5105,0.81
, 2009-10,Kharif     ,4829,5380,1.11
, 2010-11,Kharif     ,5978,5207,0.87
, 2011-12,Kharif     ,4638,5079,1.10
, 2012-13,Kharif     ,4000,4000,1.00
, 2013-14,Kharif     ,3179,2190,0.69
, 2014-15,Kharif     ,2395,2170,0.91
, 2015-16,Kharif     ,2506,2448,0.98
, 2016-17,Kharif     ,1731,1816,1.05
, 2017-18,Kharif     ,1696,2047,1.21
, 2018-19,Kharif     ,1517,1716,1.13
 18.VIZIANAGARAM, 1997-98,Kharif     ,4500,4600,1.02
, 1998-99,Kharif     ,4100,5400,1.32
, 1999-00,Kharif     ,3910,3715,0.95
, 2000-01,Kharif     ,3619,4082,1.13
, 2001-02,Kharif     ,2724,2956,1.09
, 2002-03,Kharif     ,3090,2735,0.89
, 2003-04,Kharif     ,1565,2038,1.30
, 2004-05,Kharif     ,1693,1297,0.77
, 2005-06,Kharif     ,973,683,0.70
, 2006-07,Kharif     ,1609,1878,1.17
, 2007-08,Kharif     ,2000,2000,1.00
, 2008-09,Kharif     ,1351,1374,1.02
, 2009-10,Kharif     ,846,890,1.05
, 2010-11,Kharif     ,619,355,0.57
, 2011-12,Kharif     ,146,113,0.77
, 2013-14,Kharif     ,207,182,0.88
, 2014-15,Kharif     ,132,95,0.72
, 2015-16,Kharif     ,196,356,1.82
, 2016-17,Kharif     ,90,110,1.22
, 2017-18,Kharif     ,110,160,1.45
, 2018-19,Kharif     ,82,92,1.12
 19.WARANGAL, 1997-98,Kharif     ,200,100,0.50
, 1998-99,Kharif     ,500,200,0.40
, 1999-00,Kharif     ,154,122,0.79
, 2000-01,Kharif     ,79,47,0.59
, 2001-02,Kharif     ,55,26,0.47
, 2002-03,Kharif     ,49,23,0.47
, 2003-04,Kharif     ,62,38,0.61
, 2004-05,Kharif     ,25,8,0.32
, 2005-06,Kharif     ,73,46,0.63
, 2006-07,Kharif     ,22,8,0.36
, 2010-11,Kharif     ,9,7,0.78
 20.WEST GODAVARI, 2003-04,Kharif     ,75,102,1.36
, 2004-05,Kharif     ,65,71,1.09
, 2005-06,Kharif     ,40,48,1.20
Total - Bajra,,,1431906.00,1598652,1.12
Cotton(lint),,,,Bales*,Bales/Hectare
 1.ADILABAD, 1997-98,Kharif     ,144900,66500,0.46
, 1998-99,Kharif     ,162100,154400,0.95
, 1999-00,Kharif     ,164289,206811,1.26
, 2000-01,Kharif     ,169332,104587,0.62
, 2001-02,Kharif     ,175552,270557,1.54
, 2002-03,Kharif     ,162008,171538,1.06
, 2003-04,Kharif     ,145297,288030,1.98
, 2004-05,Kharif     ,177911,236517,1.33
, 2005-06,Kharif     ,159415,269130,1.69
, 2006-07,Kharif     ,178770,360695,2.02
, 2007-08,Kharif     ,211000,643000,3.05
, 2008-09,Kharif     ,279353,616220,2.21
, 2009-10,Kharif     ,280536,552821,1.97
, 2010-11,Kharif     ,324981,659520,2.03
, 2011-12,Kharif     ,361169,529006,1.46
, 2012-13,Kharif     ,370000,723000,1.95
 2.ANANTAPUR, 1997-98,Kharif     ,7300,9400,1.29
, 1998-99,Kharif     ,14000,12900,0.92
, 1999-00,Kharif     ,9453,10510,1.11
, 2000-01,Kharif     ,12025,16128,1.34
, 2001-02,Kharif     ,8552,9055,1.06
, 2002-03,Kharif     ,7638,7144,0.94
, 2003-04,Kharif     ,4212,4262,1.01
, 2004-05,Kharif     ,8933,7041,0.79
, 2005-06,Kharif     ,3295,3450,1.05
, 2006-07,Kharif     ,1506,1940,1.29
, 2007-08,Kharif     ,3000,2000,0.67
, 2008-09,Kharif     ,1611,1241,0.77
, 2009-10,Kharif     ,2063,1226,0.59
, 2010-11,Kharif     ,4338,2977,0.69
, 2011-12,Kharif     ,19299,12069,0.63
, 2012-13,Kharif     ,28000,35000,1.25
, 2013-14,Kharif     ,37661,77316,2.05
, 2014-15,Kharif     ,73734,103779,1.41
, 2015-16,Kharif     ,60154,100071,1.66
, 2016-17,Kharif     ,31691,25977,0.82
, 2017-18,Kharif     ,45438,128798,2.83
, 2018-19,Kharif     ,47976,66591,1.39
 3.CHITTOOR, 1999-00,Kharif     ,2,2,1.00
, 2000-01,Kharif     ,19,25,1.32
, 2001-02,Kharif     ,2,2,1.00
, 2005-06,Kharif     ,4,4,1.00
, 2008-09,Kharif     ,24,37,1.54
, 2009-10,Kharif     ,66,94,1.42
, 2010-11,Kharif     ,235,98,0.42
, 2011-12,Kharif     ,400,65,0.16
, 2012-13,Kharif     ,1000,1000,1.00
, 2013-14,Kharif     ,157,391,2.49
, 2014-15,Kharif     ,308,723,2.35
, 2015-16,Kharif     ,435,761,1.75
, 2016-17,Kharif     ,517,1311,2.54
, 2017-18,Kharif     ,328,877,2.67
, 2018-19,Kharif     ,177,218,1.23
 4.EAST GODAVARI, 1997-98,Kharif     ,9800,23400,2.39
, 1998-99,Kharif     ,7900,6300,0.80
, 1999-00,Kharif     ,4410,7289,1.65
, 2000-01,Kharif     ,5580,10536,1.89
, 2001-02,Kharif     ,6289,16425,2.61
, 2002-03,Kharif     ,4555,8092,1.78
, 2003-04,Kharif     ,8969,26696,2.98
, 2004-05,Kharif     ,16022,45616,2.85
, 2005-06,Kharif     ,13939,10167,0.73
, 2006-07,Kharif     ,9034,19397,2.15
, 2007-08,Kharif     ,8000,18000,2.25
, 2008-09,Kharif     ,7432,14165,1.91
, 2009-10,Kharif     ,6845,19649,2.87
, 2010-11,Kharif     ,12112,21517,1.78
, 2011-12,Kharif     ,13150,19880,1.51
, 2012-13,Kharif     ,17000,32000,1.88
, 2013-14,Kharif     ,21781,24728,1.14
, 2014-15,Kharif     ,22433,47597,2.12
, 2015-16,Kharif     ,20565,60153,2.93
, 2016-17,Kharif     ,12743,33744,2.65
, 2017-18,Kharif     ,16364,35740,2.18
, 2018-19,Kharif     ,11933,31637,2.65
 5.GUNTUR, 1997-98,Kharif     ,162300,432500,2.66
, 1998-99,Kharif     ,193600,120700,0.62
, 1999-00,Kharif     ,139425,252605,1.81
, 2000-01,Kharif     ,125251,252712,2.02
, 2001-02,Kharif     ,126285,378112,2.99
, 2002-03,Kharif     ,98628,186813,1.89
, 2003-04,Kharif     ,138925,485420,3.49
, 2004-05,Kharif     ,177868,593242,3.34
, 2005-06,Kharif     ,152978,462533,3.02
, 2006-07,Kharif     ,132550,468603,3.54
, 2007-08,Kharif     ,150000,689000,4.59
, 2008-09,Kharif     ,166289,643636,3.87
, 2009-10,Kharif     ,151490,524868,3.46
, 2010-11,Kharif     ,170158,402203,2.36
, 2011-12,Kharif     ,162714,346485,2.13
, 2012-13,Kharif     ,187000,709000,3.79
, 2013-14,Kharif     ,193207,752371,3.89
, 2014-15,Kharif     ,206374,1075856,5.21
, 2015-16,Kharif     ,198220,768744,3.88
, 2016-17,Kharif     ,141856,654201,4.61
, 2017-18,Kharif     ,183735,802213,4.37
, 2018-19,Kharif     ,176679,743399,4.21
 6.KADAPA, 1997-98,Kharif     ,13400,17400,1.30
, 1998-99,Kharif     ,24800,22900,0.92
, 1999-00,Kharif     ,25038,27836,1.11
, 2000-01,Kharif     ,30687,41157,1.34
, 2001-02,Kharif     ,21579,23356,1.08
, 2002-03,Kharif     ,11500,12921,1.12
, 2003-04,Kharif     ,15784,12999,0.82
, 2004-05,Kharif     ,27717,15815,0.57
, 2005-06,Kharif     ,14578,11834,0.81
, 2006-07,Kharif     ,7940,5651,0.71
, 2007-08,Kharif     ,9000,14000,1.56
, 2008-09,Kharif     ,11467,11669,1.02
, 2009-10,Kharif     ,12614,17882,1.42
, 2010-11,Kharif     ,17011,40822,2.40
, 2011-12,Kharif     ,30845,48314,1.57
, 2012-13,Kharif     ,29000,59000,2.03
, 2013-14,Kharif     ,34119,50175,1.47
, 2014-15,Kharif     ,34346,57550,1.68
, 2015-16,Kharif     ,32753,46665,1.42
, 2016-17,Kharif     ,18840,17430,0.93
, 2017-18,Kharif     ,24449,17720,0.72
, 2018-19,Kharif     ,10940,22268,2.04
 7.KARIMNAGAR, 1997-98,Kharif     ,60400,106300,1.76
, 1998-99,Kharif     ,84300,195800,2.32
, 1999-00,Kharif     ,74813,176911,2.36
, 2000-01,Kharif     ,66576,166048,2.49
, 2001-02,Kharif     ,80520,103729,1.29
, 2002-03,Kharif     ,46302,71087,1.54
, 2003-04,Kharif     ,48689,106829,2.19
, 2004-05,Kharif     ,100110,124843,1.25
, 2005-06,Kharif     ,117500,269559,2.29
, 2006-07,Kharif     ,117151,223276,1.91
, 2007-08,Kharif     ,137000,452000,3.30
, 2008-09,Kharif     ,180127,425947,2.36
, 2009-10,Kharif     ,199553,461320,2.31
, 2010-11,Kharif     ,235396,502640,2.14
, 2011-12,Kharif     ,235245,293364,1.25
, 2012-13,Kharif     ,251000,500000,1.99
 8.KHAMMAM, 1997-98,Kharif     ,71000,89400,1.26
, 1998-99,Kharif     ,88100,143100,1.62
, 1999-00,Kharif     ,80796,139254,1.72
, 2000-01,Kharif     ,82875,192075,2.32
, 2001-02,Kharif     ,99040,208567,2.11
, 2002-03,Kharif     ,70138,117172,1.67
, 2003-04,Kharif     ,76338,176475,2.31
, 2004-05,Kharif     ,105398,242415,2.30
, 2005-06,Kharif     ,109752,220150,2.01
, 2006-07,Kharif     ,110101,249346,2.26
, 2007-08,Kharif     ,119000,379000,3.18
, 2008-09,Kharif     ,124516,317150,2.55
, 2009-10,Kharif     ,131900,300266,2.28
, 2010-11,Kharif     ,148645,406489,2.73
, 2011-12,Kharif     ,171684,211070,1.23
, 2012-13,Kharif     ,185000,505000,2.73
 9.KRISHNA, 1997-98,Kharif     ,26400,63300,2.40
, 1998-99,Kharif     ,41300,32500,0.79
, 1999-00,Kharif     ,31696,52392,1.65
, 2000-01,Kharif     ,29437,64069,2.18
, 2001-02,Kharif     ,35374,77615,2.19
, 2002-03,Kharif     ,31367,57937,1.85
, 2003-04,Kharif     ,35436,104849,2.96
, 2004-05,Kharif     ,47915,137544,2.87
, 2005-06,Kharif     ,45825,88415,1.93
, 2006-07,Kharif     ,31586,85282,2.70
, 2007-08,Kharif     ,35000,115000,3.29
, 2008-09,Kharif     ,36669,131459,3.59
, 2009-10,Kharif     ,46902,140706,3.00
, 2010-11,Kharif     ,51963,117681,2.26
, 2011-12,Kharif     ,59845,122506,2.05
, 2012-13,Kharif     ,65000,209000,3.22
, 2013-14,Kharif     ,59304,224658,3.79
, 2014-15,Kharif     ,55571,261650,4.71
, 2015-16,Kharif     ,52784,200829,3.80
, 2016-17,Kharif     ,37312,159453,4.27
, 2017-18,Kharif     ,48357,195830,4.05
, 2018-19,Kharif     ,47109,174431,3.70
 10.KURNOOL, 1997-98,Kharif     ,90400,116900,1.29
, 1998-99,Kharif     ,153700,142000,0.92
, 1999-00,Kharif     ,106402,118294,1.11
, 2000-01,Kharif     ,118754,159270,1.34
, 2001-02,Kharif     ,82631,87006,1.05
, 2002-03,Kharif     ,55276,49748,0.90
, 2003-04,Kharif     ,39274,42739,1.09
, 2004-05,Kharif     ,74578,64488,0.86
, 2005-06,Kharif     ,24333,22615,0.93
, 2006-07,Kharif     ,17223,22896,1.33
, 2007-08,Kharif     ,29000,48000,1.66
, 2008-09,Kharif     ,23397,42803,1.83
, 2009-10,Kharif     ,36070,52620,1.46
, 2010-11,Kharif     ,54003,111375,2.06
, 2011-12,Kharif     ,97242,122387,1.26
, 2012-13,Kharif     ,155000,176000,1.14
, 2013-14,Kharif     ,203835,679850,3.34
, 2014-15,Kharif     ,306058,809620,2.65
, 2015-16,Kharif     ,200123,366412,1.83
, 2016-17,Kharif     ,176195,531777,3.02
, 2017-18,Kharif     ,259225,733779,2.83
, 2018-19,Kharif     ,259498,304183,1.17
 11.MAHBUBNAGAR, 1997-98,Kharif     ,58100,52300,0.90
, 1998-99,Kharif     ,93600,77100,0.82
, 1999-00,Kharif     ,54897,39720,0.72
, 2000-01,Kharif     ,40492,60976,1.51
, 2001-02,Kharif     ,63422,77226,1.22
, 2002-03,Kharif     ,43266,57518,1.33
, 2003-04,Kharif     ,34979,57407,1.64
, 2004-05,Kharif     ,50841,71476,1.41
, 2005-06,Kharif     ,47634,67248,1.41
, 2006-07,Kharif     ,46844,58417,1.25
, 2007-08,Kharif     ,69000,147000,2.13
, 2008-09,Kharif     ,90300,103048,1.14
, 2009-10,Kharif     ,118702,150123,1.26
, 2010-11,Kharif     ,160252,313905,1.96
, 2011-12,Kharif     ,185291,219079,1.18
, 2012-13,Kharif     ,223000,500000,2.24
 12.MEDAK, 1997-98,Kharif     ,12800,13400,1.05
, 1998-99,Kharif     ,22600,32300,1.43
, 1999-00,Kharif     ,13815,21373,1.55
, 2000-01,Kharif     ,10571,17038,1.61
, 2001-02,Kharif     ,16399,24791,1.51
, 2002-03,Kharif     ,6960,8843,1.27
, 2003-04,Kharif     ,5761,13318,2.31
, 2004-05,Kharif     ,13733,33363,2.43
, 2005-06,Kharif     ,15994,41208,2.58
, 2006-07,Kharif     ,19247,51401,2.67
, 2007-08,Kharif     ,29000,101000,3.48
, 2008-09,Kharif     ,49124,117609,2.39
, 2009-10,Kharif     ,66019,53980,0.82
, 2010-11,Kharif     ,78392,127733,1.63
, 2011-12,Kharif     ,93076,163157,1.75
, 2012-13,Kharif     ,129000,446000,3.46
 13.NALGONDA, 1997-98,Kharif     ,51400,65300,1.27
, 1998-99,Kharif     ,112700,128600,1.14
, 1999-00,Kharif     ,90658,103457,1.14
, 2000-01,Kharif     ,97120,86837,0.89
, 2001-02,Kharif     ,113516,102832,0.91
, 2002-03,Kharif     ,77391,67376,0.87
, 2003-04,Kharif     ,63615,112262,1.76
, 2004-05,Kharif     ,104151,131108,1.26
, 2005-06,Kharif     ,85598,130915,1.53
, 2006-07,Kharif     ,79993,162809,2.04
, 2007-08,Kharif     ,106000,228000,2.15
, 2008-09,Kharif     ,162522,312616,1.92
, 2009-10,Kharif     ,136408,216648,1.59
, 2010-11,Kharif     ,165112,304000,1.84
, 2011-12,Kharif     ,205359,206567,1.01
, 2012-13,Kharif     ,298000,603000,2.02
 14.NIZAMABAD, 1997-98,Kharif     ,17200,18000,1.05
, 1998-99,Kharif     ,20000,28500,1.43
, 1999-00,Kharif     ,15722,24323,1.55
, 2000-01,Kharif     ,8374,13497,1.61
, 2001-02,Kharif     ,10931,16525,1.51
, 2002-03,Kharif     ,8746,11113,1.27
, 2003-04,Kharif     ,8588,6416,0.75
, 2004-05,Kharif     ,13053,8830,0.68
, 2005-06,Kharif     ,13279,8514,0.64
, 2006-07,Kharif     ,7932,6066,0.76
, 2007-08,Kharif     ,9000,15000,1.67
, 2008-09,Kharif     ,11832,29232,2.47
, 2009-10,Kharif     ,15121,38692,2.56
, 2010-11,Kharif     ,20431,65379,3.20
, 2011-12,Kharif     ,23150,31593,1.36
, 2012-13,Kharif     ,20000,46000,2.30
 15.PRAKASAM, 1997-98,Kharif     ,39900,47500,1.19
, 1998-99,Kharif     ,62800,82400,1.31
, 1999-00,Kharif     ,41514,45665,1.10
, 2000-01,Kharif     ,47128,61544,1.31
, 2001-02,Kharif     ,37624,62633,1.66
, 2002-03,Kharif     ,24364,28377,1.16
, 2003-04,Kharif     ,35815,60675,1.69
, 2004-05,Kharif     ,42618,57660,1.35
, 2005-06,Kharif     ,20988,32717,1.56
, 2006-07,Kharif     ,20156,40786,2.02
, 2007-08,Kharif     ,24000,71000,2.96
, 2008-09,Kharif     ,40781,131459,3.22
, 2009-10,Kharif     ,32960,93645,2.84
, 2010-11,Kharif     ,51421,115063,2.24
, 2011-12,Kharif     ,57941,140142,2.42
, 2012-13,Kharif     ,67000,208000,3.10
, 2013-14,Kharif     ,82988,276301,3.33
, 2014-15,Kharif     ,71520,252407,3.53
, 2015-16,Kharif     ,58025,163447,2.82
, 2016-17,Kharif     ,14105,43441,3.08
, 2017-18,Kharif     ,35076,84281,2.40
, 2018-19,Kharif     ,38467,77234,2.01
 16.RANGAREDDI, 1997-98,Kharif     ,21900,21800,1.00
, 1998-99,Kharif     ,26400,25400,0.96
, 1999-00,Kharif     ,18346,19101,1.04
, 2000-01,Kharif     ,14424,19769,1.37
, 2001-02,Kharif     ,19452,30093,1.55
, 2002-03,Kharif     ,14141,22459,1.59
, 2003-04,Kharif     ,15368,36070,2.35
, 2004-05,Kharif     ,20898,35035,1.68
, 2005-06,Kharif     ,18399,34958,1.90
, 2006-07,Kharif     ,16334,22099,1.35
, 2007-08,Kharif     ,17000,40000,2.35
, 2008-09,Kharif     ,17842,48278,2.71
, 2009-10,Kharif     ,26594,35667,1.34
, 2010-11,Kharif     ,34067,57112,1.68
, 2011-12,Kharif     ,40034,39328,0.98
, 2012-13,Kharif     ,60000,145000,2.42
 17.SPSR NELLORE, 1997-98,Kharif     ,8700,20900,2.40
, 1998-99,Kharif     ,7100,5600,0.79
, 1999-00,Kharif     ,4636,7663,1.65
, 2000-01,Kharif     ,7628,14403,1.89
, 2001-02,Kharif     ,6553,17115,2.61
, 2002-03,Kharif     ,5798,10300,1.78
, 2003-04,Kharif     ,9993,29744,2.98
, 2004-05,Kharif     ,6399,18218,2.85
, 2005-06,Kharif     ,4428,10731,2.42
, 2006-07,Kharif     ,3760,11568,3.08
, 2007-08,Kharif     ,5000,20000,4.00
, 2008-09,Kharif     ,6879,24724,3.59
, 2009-10,Kharif     ,4567,14668,3.21
, 2010-11,Kharif     ,8255,14718,1.78
, 2011-12,Kharif     ,16925,34716,2.05
, 2012-13,Kharif     ,7000,19000,2.71
, 2013-14,Kharif     ,5220,13081,2.51
, 2014-15,Kharif     ,6615,20463,3.09
, 2015-16,Kharif     ,4617,10969,2.38
, 2016-17,Kharif     ,2124,5169,2.43
, 2017-18,Kharif     ,3863,7591,1.97
, 2018-19,Kharif     ,791,2097,2.65
 18.SRIKAKULAM, 1997-98,Kharif     ,800,1900,2.38
, 1998-99,Kharif     ,2000,1600,0.80
, 1999-00,Kharif     ,1700,2810,1.65
, 2000-01,Kharif     ,1836,3467,1.89
, 2001-02,Kharif     ,1724,4503,2.61
, 2002-03,Kharif     ,1522,2704,1.78
, 2003-04,Kharif     ,1711,5093,2.98
, 2004-05,Kharif     ,2525,7189,2.85
, 2005-06,Kharif     ,2666,6461,2.42
, 2006-07,Kharif     ,1761,5418,3.08
, 2007-08,Kharif     ,2000,7000,3.50
, 2008-09,Kharif     ,1802,6477,3.59
, 2009-10,Kharif     ,1248,4008,3.21
, 2010-11,Kharif     ,2968,6739,2.27
, 2011-12,Kharif     ,5567,11953,2.15
, 2012-13,Kharif     ,10000,34000,3.40
, 2013-14,Kharif     ,9846,28843,2.93
, 2014-15,Kharif     ,9563,42122,4.40
, 2015-16,Kharif     ,8883,28105,3.16
, 2016-17,Kharif     ,7155,24143,3.37
, 2017-18,Kharif     ,7478,27390,3.66
, 2018-19,Kharif     ,5488,16246,2.96
 19.VISAKHAPATANAM, 1997-98,Kharif     ,1500,3500,2.33
, 1998-99,Kharif     ,1300,1100,0.85
, 1999-00,Kharif     ,1197,1979,1.65
, 2000-01,Kharif     ,1119,2113,1.89
, 2001-02,Kharif     ,1021,2667,2.61
, 2002-03,Kharif     ,859,1526,1.78
, 2003-04,Kharif     ,1359,4045,2.98
, 2004-05,Kharif     ,3020,8598,2.85
, 2005-06,Kharif     ,1834,4445,2.42
, 2006-07,Kharif     ,847,2606,3.08
, 2008-09,Kharif     ,204,733,3.59
, 2009-10,Kharif     ,697,2239,3.21
, 2010-11,Kharif     ,1105,2509,2.27
, 2011-12,Kharif     ,1390,2984,2.15
, 2012-13,Kharif     ,3000,10000,3.33
, 2013-14,Kharif     ,2798,8196,2.93
, 2014-15,Kharif     ,2840,12510,4.40
, 2015-16,Kharif     ,2123,3609,1.70
, 2016-17,Kharif     ,1652,1950,1.18
, 2017-18,Kharif     ,1474,2000,1.36
, 2018-19,Kharif     ,1092,1632,1.49
 20.VIZIANAGARAM, 1997-98,Kharif     ,4200,10100,2.40
, 1998-99,Kharif     ,13200,10400,0.79
, 1999-00,Kharif     ,10494,17346,1.65
, 2000-01,Kharif     ,9874,18644,1.89
, 2001-02,Kharif     ,15639,40845,2.61
, 2002-03,Kharif     ,12397,22023,1.78
, 2003-04,Kharif     ,19471,26801,1.38
, 2004-05,Kharif     ,22974,38650,1.68
, 2005-06,Kharif     ,17734,13874,0.78
, 2006-07,Kharif     ,11062,11452,1.04
, 2007-08,Kharif     ,7000,7000,1.00
, 2008-09,Kharif     ,6798,6358,0.94
, 2009-10,Kharif     ,8808,15129,1.72
, 2010-11,Kharif     ,11463,10721,0.94
, 2011-12,Kharif     ,11728,15798,1.35
, 2012-13,Kharif     ,15000,29000,1.93
, 2013-14,Kharif     ,15303,26735,1.75
, 2014-15,Kharif     ,15698,37286,2.38
, 2015-16,Kharif     ,15597,33141,2.12
, 2016-17,Kharif     ,14632,31148,2.13
, 2017-18,Kharif     ,13630,33550,2.46
, 2018-19,Kharif     ,11485,26016,2.27
 21.WARANGAL, 1997-98,Kharif     ,100500,132400,1.32
, 1998-99,Kharif     ,146300,296100,2.02
, 1999-00,Kharif     ,154855,301512,1.95
, 2000-01,Kharif     ,140591,353959,2.52
, 2001-02,Kharif     ,182478,314506,1.72
, 2002-03,Kharif     ,119478,169378,1.42
, 2003-04,Kharif     ,123549,279075,2.26
, 2004-05,Kharif     ,153026,288049,1.88
, 2005-06,Kharif     ,151260,371922,2.46
, 2006-07,Kharif     ,153639,358792,2.34
, 2007-08,Kharif     ,160000,475000,2.97
, 2008-09,Kharif     ,176419,570767,3.24
, 2009-10,Kharif     ,185340,527674,2.85
, 2010-11,Kharif     ,227973,598094,2.62
, 2011-12,Kharif     ,265814,600427,2.26
, 2012-13,Kharif     ,276000,589000,2.13
 22.WEST GODAVARI, 1997-98,Kharif     ,3400,8200,2.41
, 1998-99,Kharif     ,3100,2400,0.77
, 1999-00,Kharif     ,1546,2555,1.65
, 2000-01,Kharif     ,2028,3829,1.89
, 2001-02,Kharif     ,3269,8538,2.61
, 2002-03,Kharif     ,940,1670,1.78
